ministry,sector,project_name,agency,sl_no,state,approval_date,start_date,target_doc,revised_doc,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,cost_overrun_pct,report_month
Ministry of Road Transport & Highways,Roads & Highways,Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village to near Aurang,(NHAI),899,Chhattisgarh,06/2022,06/2023,05/2025,03/2027,1958.9,1561.97,1001.18,73.96,-20.262902649446122,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Development of 6L of Jhanki Sargi Section Road from km 0.000 to km 42.800 of NH- 130CD Pkg-CG-1,(NHAI),903,Chhattisgarh,11/2021,09/2022,09/2024,02/2027,1368.19,1129.14,715.32,99.35,-17.471988539603416,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Development of 6L Sargi Basanwahi Section from km 42.800 to km 99.500 of NH- 130CD Pkg-CG-2,(NHAI),904,Chhattisgarh,12/2021,01/2023,01/2025,08/2026,1470.73,1461.81,757.62,100.0,-0.6065015332521995,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Development of 6L of Basanwahi Marangpuri Section from km 99.500 to km 124.661 of NH-130-CD,(NHAI),905,Chhattisgarh,03/2022,10/2023,10/2025,03/2027,1307.16,1303.63,489.55,70.73,-0.2700511031549292,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Dwarka Expressway from Km -0.600 to Km 5.300 - Pkg-I Shivmurti Chowk-RuB near Dwarka Sector 21,(NHAI),914,Delhi,03/2018,09/2020,09/2022,08/2026,2144.67,3929.5,3512.17,98.8,83.22166114134109,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,(MoRTH),916,Goa,04/2023,04/2024,04/2026,10/2026,641.46,641.46,0.0,99.08,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Nandigama Bypass and Kanchikacherla bypass,(NHAI),746,Andhra Pradesh,11/2017,03/2018,06/2019,09/2026,416.07,444.58,387.77,98.47,6.852212368111132,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Umagaon-Saharsa Package-V Bakaur-Parsarma-Bangaon-Bariyahi & Spur to Mahishi,(NHAI),883,Bihar,10/2022,12/2023,12/2025,08/2026,768.35,968.42,509.32,99.5,26.038914557167946,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-31 Ch.824920 to Ch.844382 [Junction near Pratap nagar Village - Junction near Dodka Village],(NHAI),929,Gujarat,11/2019,05/2021,05/2023,08/2026,1644.85,1651.14,1297.76,100.0,0.38240569048850603,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V,(NHAI),930,Gujarat,02/2018,11/2019,10/2021,08/2026,1324.84,2807.48,1546.7,91.34,111.91087225627247,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Vadodara Mumbai Expressway Karvad - Jujuwa from Km. 128.000 to Km. 154.600 Phase-I Package-IX,(NHAI),931,Gujarat,07/2023,04/2024,10/2025,07/2027,2594.17,2587.04,235.55,21.75,-0.2748470609096593,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],(NHAI),932,Gujarat,05/2020,07/2021,07/2023,08/2026,1034.04,1155.41,1125.55,100.0,11.737456964914328,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone - Adhelai Village],(NHAI),933,Gujarat,05/2020,12/2021,12/2023,08/2026,1181.76,1358.73,1222.79,98.08,14.975121852152723,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Sanchore - Santalpur from km 99.000 - km 130.073 of NH-754K AJ-RGBS-Package-4,(NHAI),937,Gujarat,02/2020,03/2021,03/2023,08/2026,778.15,835.55,767.83,99.7,7.376469832294543,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Construction of 4 lane with PS Idar-Badoli bypass section from design km 81/300 to km 95/500 of NH 168G in the State of Gujarat,(MoRTH),943,Gujarat,03/2025,05/2026,05/2028,05/2028,705.09,705.09,0.0,7.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Widening 2 lane to 4-lane from KM 92/320 to Km 115/320 Vav Chokdi-Satlasana to to Vrundavan Chokdi, Kheralu on NH-58 in the State of Gujarat.",(MoRTH),923,Gujarat,03/2022,03/2024,03/2026,08/2026,151.13,171.27,0.0,98.0,13.326275392046593,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Widening to 6L of Existing 4L Jetpur - Gondal - Rajkot Section from Km. 117.600 to Km. 185.00 on NH-27,(NHAI),944,Gujarat,03/2022,09/2023,09/2025,01/2027,2070.44,1390.29,1117.01,76.83,-32.85050520662275,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-27 Ch.729.700 to Ch.756.052,(NHAI),946,Gujarat,09/2020,02/2022,02/2024,08/2026,1185.69,1259.27,1045.08,98.9,6.205669272744134,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Jagadhari - Tajewala from Km -0.175 to 32.337 km of NH-344,(NHAI),954,Haryana,03/2022,02/2023,02/2025,03/2027,1269.5,919.43,712.77,68.0,-27.57542339503742,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Upgradation to 4L configuration & Strengthening of Sihuni to Rajol from Km 51.000 to Km 72.000 of NH-154 Package-IIA,(NHAI),969,Himachal Pradesh,03/2022,09/2023,09/2025,09/2026,696.65,776.59,496.48,99.18,11.474915667838951,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Upgradation to 2L PS configuration & Strengthening of Padhar to Bijni section from Km 180.000 to Km 202.815 of NH-154 Pkg-VA,(NHAI),970,Himachal Pradesh,06/2022,11/2024,11/2026,11/2026,930.86,930.86,666.12,99.86,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Up-gradation to 4L configuration & Strengthening of Thanpuri to Paror section from Km 85.135 to Km 100.840 of NH-154 Pkg-IIC,(NHAI),971,Himachal Pradesh,07/2022,03/2024,12/2025,04/2027,815.68,666.79,496.91,56.61,-18.25348175755198,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,(NHAI),980,Himachal Pradesh,03/2018,11/2018,05/2021,11/2026,881.74,1519.53,1347.79,90.11,72.33311406990723,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,(NHAI),1037,Jharkhand,02/2017,11/2019,08/2024,08/2026,662.44,826.59,825.2,98.5,24.77960268099752,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Bangalore/TN border to Hoskote,(NHAI),1087,Karnataka,02/2022,02/2023,02/2025,11/2026,1181.68,1297.76,1153.14,94.89,9.823302416897969,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - OD,(Department of Telecommunications),1720,PAN India,08/2023,07/2026,07/2029,,1713.0,1713.0,0.0,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Pandoh bypass 221.305 to Takoli 242.000 of NH-21 in the state of Himachal Pradesh,(NHAI),967,Himachal Pradesh,06/2017,03/2018,09/2021,03/2027,3419.95,4465.94,2883.58,95.65,30.584950072369477,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Nidagatta-Mysore Pkg II,(NHAI),1094,Karnataka,02/2018,12/2019,06/2022,09/2026,2919.8,4113.89,3715.84,99.19,40.8962942667306,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Paravoor-Kottankulangara,(NHAI),1115,Kerala,12/2021,08/2022,02/2025,03/2027,3273.61,3200.24,2858.55,71.2,-2.2412565944019094,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kottankulangara- Start of Kollam Bypass,(NHAI),1116,Kerala,06/2021,04/2022,10/2024,03/2027,2842.14,3680.49,2373.2,73.89,29.49713947940636,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Start of Kollam Bypass - Kadambattukonam,(NHAI),1120,Kerala,06/2021,10/2022,03/2025,06/2027,2641.37,3309.06,1990.71,81.8,25.278170040547142,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kadambattukonam-Kazhakuttom,(NHAI),1121,Kerala,12/2021,07/2022,01/2025,05/2027,3635.64,3526.33,2124.13,44.34,-3.0066233180402886,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kargil Zanskar Road,(NHIDCL),1122,Ladakh,03/2021,07/2021,01/2023,08/2026,398.37,398.37,337.19,97.1,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Outer Ring Road of Jabalpur Town from NH45 to Kushner Pkg-3,(NHAI),1159,Madhya Pradesh,09/2022,03/2024,03/2026,12/2026,911.24,773.23,552.62,79.8,-15.145296519029014,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Yekkambi-Haveri,(NHAI),1095,Karnataka,09/2021,03/2022,03/2024,02/2028,294.62,309.9,94.8,24.7,5.186341728328006,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Thuravoor Thekku-Paravoor,(NHAI),1114,Kerala,09/2021,03/2022,09/2024,05/2027,2878.97,2638.67,2514.83,81.49,-8.346735117073111,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Saturation 4G mobile coverage of Uncovered Villages through USOF,(Department of Telecommunications [DoT]),1721,PAN India,07/2022,07/2022,06/2024,03/2027,26316.0,15392.84,8722.82,87.7,-41.50767593859249,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Indore - Harda Pkg-II [Raghavgarh to Nanasa from km. 29.30 to km. 92.30],(NHAI),1176,Madhya Pradesh,01/2023,03/2024,03/2026,11/2027,1081.51,1146.63,369.46,40.25,6.021211084502235,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,(MoRTH),1184,Maharashtra,03/2016,11/2017,11/2019,03/2026,1006.99,1443.09,0.17,80.06,43.30728209813403,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kopargaon to Savali Vihir section,(MoRTH),1186,Maharashtra,06/2022,01/2023,07/2024,08/2026,195.38,195.38,105.76,93.45,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Satara to Mhaswad,(MoRTH),1208,Maharashtra,01/2017,08/2017,08/2019,08/2026,653.46,653.46,7.34,98.08,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L,(MoRTH),1212,Maharashtra,02/2017,06/2017,06/2019,08/2026,381.77,381.77,0.0,83.93,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Bodhre - Dhule,(NHAI),1239,Maharashtra,02/2021,01/2022,07/2024,08/2026,1344.78,1292.7,837.67,97.69,-3.8727524204702575,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,(NHAI),1452,Punjab,02/2021,08/2022,08/2024,12/2026,1474.77,1228.42,1222.67,82.88,-16.704299653505288,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,(NHAI),1471,Rajasthan,10/2019,07/2021,07/2023,08/2026,662.08,597.77,561.75,99.2,-9.713327694538433,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,(NHAI),1501,Tamil Nadu,12/2018,03/2020,03/2022,08/2026,1103.86,1085.41,956.44,98.12,-1.6714076060369811,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Udgir Raavi Degloor Aadampur phata to Sagroli fata,(MoRTH),1180,Maharashtra,11/2024,04/2026,04/2028,,809.77,809.77,0.93,12.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam],(NHAI),1514,Tamil Nadu,02/2019,12/2023,12/2025,03/2027,1116.13,1463.75,804.69,53.41,31.145117504233365,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Bijnor-Kotawali,(NHAI),1647,Uttar Pradesh,02/2021,11/2021,05/2023,08/2026,300.58,334.48,299.77,99.02,11.278195488721817,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - HR,(Department of Telecommunications),1715,PAN India,08/2023,03/2026,03/2029,,837.0,837.0,83.68,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - PB,(Department of Telecommunications),1716,PAN India,08/2023,02/2025,02/2028,,1245.0,1245.0,0.0,26.58,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Amended BharatNet Program - MP, DD and DNH",(Department of Telecommunications),1717,PAN India,06/2023,05/2025,05/2028,,4943.0,4943.0,562.13,8.4,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - WB & ANI,(Department of Telecommunications),1718,PAN India,08/2023,02/2025,02/2028,,1674.0,1674.0,223.41,15.13,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - AS,(Department of Telecommunications),1719,PAN India,08/2023,03/2026,03/2029,,832.0,832.0,83.16,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kante - Wakad section of NH-66 4L PS from Km.281/300 to 332/200,(MoRTH),1185,Maharashtra,03/2016,11/2017,11/2019,11/2025,1117.75,2020.56,375.93,90.14,80.7702974726012,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Four Laning of Chettikulam to Natham section of NH-785,(NHAI),1515,Tamil Nadu,03/2018,11/2018,11/2020,06/2026,837.61,823.93,641.93,99.75,-1.63321832356348,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Four Laning of Una to Kodinar from km. 180.478 to km. 221.610 Package-V,(NHAI),945,Gujarat,02/2016,02/2017,08/2019,03/2025,877.71,1126.66,1008.79,100.0,28.363582504471868,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Amended BharatNet Program - J&K, LAD",(Department of Telecommunications),1722,PAN India,08/2023,06/2025,06/2028,,1621.0,1621.0,170.05,8.28,0.0,2026-07
Ministry of Housing & Urban Affairs,Construction,Satna Sewerage Management and Treatment Infrastructure Project,(Ministry of Housing & Urban Affairs),288,Madhya Pradesh,11/2015,12/2016,03/2024,08/2026,191.56,215.89,200.32,96.0,12.700981415744405,2026-07
Ministry of Road Transport & Highways,Roads & Highways,BharatNet Phase-II,(Department of Telecommunications),1725,PAN India,07/2017,11/2017,05/2023,,22174.56,22174.56,20691.72,93.33,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - KL,(Department of Telecommunications),1726,PAN India,08/2023,06/2025,06/2028,,765.0,765.0,94.95,1.63,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - UKD,(Department of Telecommunications),1727,PAN India,08/2023,05/2025,05/2028,,1821.0,1821.0,209.87,20.54,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,BharatNet,(Department of Telecommunications [DoT]),1729,PAN India,07/2017,10/2011,08/2023,03/2019,61109.0,12709.0,48809.69,99.98,-79.20273609451964,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - RJ,(Department of Telecommunications),1733,PAN India,08/2023,03/2026,03/2029,,2839.0,2839.0,283.93,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - SKM,(Department of Telecommunications),1734,PAN India,08/2023,06/2026,06/2029,,160.0,160.0,0.0,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Subernarekha Multipurpose Project, Jharkhand",(Department of Water Resources-JH),1753,Jharkhand,04/2011,01/2012,12/2019,03/2026,3807.77,9579.58,6040.27,70.0,151.57979604860589,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - HP,(Department of Telecommunications),1724,PAN India,08/2023,02/2025,02/2028,,1292.0,1292.0,148.93,23.18,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Amended BharatNet Program - ARP, NGL, MNP",(Department of Telecommunications),1735,PAN India,08/2023,06/2025,06/2028,,1168.0,1168.0,123.28,0.61,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Sewer Networks, SPS and STP at Hajipur",(National Mission for Clean Ganga),1742,Bihar,03/2010,03/2018,06/2025,12/2026,305.19,305.19,346.46,95.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Gundlakamma project,(Water Resources-AP),1747,Andhra Pradesh,04/2005,04/2005,12/2019,03/2027,397.41,697.39,624.78,98.3,75.48375732870333,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Polavaram Irrigation Project,(Water Resources-AP),1748,Andhra Pradesh,01/2009,11/2009,04/2022,03/2026,10151.04,55548.87,27961.55,86.15,447.2234372044637,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Borolia Irrigation Project,"(Department of Water Resources, River Development & GR)",1749,Assam,04/1996,12/1996,12/2022,03/2026,256.16,256.16,44.7,55.44,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kelo Irrigation Project,(Water Resources-CT),1750,Chhattisgarh,04/2008,04/2008,12/2019,06/2026,459.97,727.04,620.15,73.0,58.06248233580449,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Kudali Irrigation Project,"(Department of Water Resources, River Development & GR)",1751,Chhattisgarh,04/2009,12/2009,12/2025,03/2026,382.29,382.29,249.06,86.31,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - UP (East),(Department of Telecommunications),1736,Uttar Pradesh,08/2023,02/2025,02/2028,,5008.0,5008.0,502.0,7.65,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Amended BharatNet Program - UP (West),(Department of Telecommunications),1737,Uttar Pradesh,08/2023,02/2025,02/2028,,1917.0,1917.0,0.0,7.2,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,"Amended BharatNet Program - MGH, MZM, TRP",(Department of Telecommunications),1723,PAN India,08/2023,04/2025,04/2029,,768.0,768.0,0.0,0.0,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Sardar Sarovar Project,"(Narmada and Water Resources, Water Supply and Kalpsar Department-GJ)",1752,Gujarat,04/1996,04/1996,12/2019,03/2026,20718.17,33412.5,31969.4,93.7,61.2714829543343,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Karnal ring road Lot-4/Pkg-1,(NHAI),958,Haryana,11/2022,08/2023,08/2025,10/2026,1741.45,2041.54,834.54,96.66,17.232191564500845,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Bodwad Parisar Sinchan Yojna,(Department of Water Resources-MH),1757,Maharashtra,05/2002,01/2017,07/2027,,1923.81,1923.81,338.91,49.6,0.0,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Waghur Project,(Department of water resources-MH - II),1758,Maharashtra,04/1996,04/1996,12/2019,03/2026,1058.99,1758.51,1642.5,89.57,66.05539240219454,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Gosikhurd Project,(Department of water resources-MH - II),1759,Maharashtra,04/2008,04/2008,12/2019,06/2028,7196.47,12770.1,14439.46,72.65,77.44949954630535,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Aruna Medium Irrigation Project,(Department of water resources-MH - II),1760,Maharashtra,04/2009,01/2010,12/2019,06/2026,210.45,1472.14,1734.71,100.0,599.52007602756,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Lower Pedhi Project,(Department of water resources-MH - II),1761,Maharashtra,04/2008,04/2008,12/2019,06/2026,255.97,1480.7,3066.05,65.0,478.4662265109192,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Nardave Medium Irrigation Project,(Department of water resources-MH - II),1762,Maharashtra,04/2009,04/2009,12/2019,06/2026,211.46,781.85,879.8,75.0,269.7389577225007,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Bargi Diversion Project Phase - IV [km. 154 to km 197],(Water Resources-MP),1755,Madhya Pradesh,04/2008,01/2009,12/2019,03/2026,751.03,893.35,814.02,75.0,18.949975367162438,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Upper Tunga Irrigation Project,(Water Resources-KA),1754,Karnataka,04/2014,04/2014,12/2019,03/2026,770.16,1606.07,1515.6,99.32,108.53718707800977,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Thoubal Multipurpose Project,(Water Resources Department-MN),1763,Manipur,04/1997,04/1997,12/2019,12/2026,1449.44,1822.24,1848.17,99.0,25.72027817639916,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Relining of Rajasthan feeder and Sirhind Feeder canal,(Department of Water Resources-PB),1769,Punjab,02/2016,04/2018,06/2021,06/2026,1441.26,2462.16,2364.12,95.0,70.8338537113359,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Shahpur Kandi Dam Project,(Department of Water Resources-PB),1770,Punjab,02/2010,04/2018,06/2022,06/2026,2285.81,2715.7,2201.94,88.0,18.806899961064126,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Sri Ram Sagar Project Stage - II,(Irrigation and CAD-TG),1771,Telangana,04/1996,04/2005,12/2019,12/2025,736.13,949.87,971.47,97.0,29.03563229320908,2026-07
Ministry of Road Transport & Highways,Roads & Highways,Indiramma Flood Flow Canal Project,(Irrigation and CAD-TG),1772,Telangana,04/1996,01/2006,12/2019,12/2026,1331.3,5940.09,4491.08,92.0,346.1871854578232,2026-07
Ministry of Petroleum & Natural Gas,Energy Storage,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,(Gas Authority of India Limited [GAIL]),418,Tamil Nadu,06/2009,06/2009,12/2012,09/2026,2915.0,5909.0,4881.8,97.4,102.71012006861065,2026-07
